,title,date,abstract,word_count,abstract_clean
163,Between adaptability and the urge to control: making long-term water policies in the Netherlands,2017-01-01,"Triggered by recent flood catastrophes and increasing concerns about climate change, scientists as well as policy-makers increasingly call for making long-term water policies to enable a transformation towards flood resilience. A key question is how to make these long-term policies adaptive so that they are able to deal with uncertainties and changing circumstances. The paper proposes three conditions for making long-term water policies adaptive, which are then used to evaluate a new Dutch water policy approach called Adaptive Delta Management'. Analysing this national policy approach and its translation to the Rotterdam region reveals that Dutch policy-makers are torn between adaptability and the urge to control. Reflecting on this dilemma, the paper suggests a stronger focus on monitoring and learning to strengthen the adaptability of long-term water policies. Moreover, increasing the adaptive capacity of society also requires a stronger engagement with local stakeholders including citizens and businesses.",146,triggered recent flood catastrophe increasing concern scientist well policy maker increasingly call making long term water policy enable transformation towards flood resilience key question make long term policy adaptive able deal uncertainty changing circumstance proposes three condition making long term water policy adaptive used evaluate dutch water policy approach called adaptive delta management analysing national policy approach translation rotterdam region reveals dutch policy maker torn adaptability urge control reflecting dilemma suggests stronger focus monitoring learning strengthen adaptability long term water policy moreover increasing adaptive capacity society requires stronger local stakeholder including citizen business
164,Student Participation and Engagement in Sustainable Human Development: A Value Education Approach,2017-01-01,"It is recognized worldwide that higher education institutions are key drivers to sustainable development. Contemporary global challenges related to issues of climate change, globalization, growing interreligious conflict, increasing social inequities and environmental degradation confront education in the present era. This paper provides an insight on how higher education institutions can address these global challenges by adopting value education towards human development for a sustainable future. The effectiveness of value education for learners in their personal transformation and how such an education based on shared global values can foster a peaceful, just and sustainable world is examined. This research study aimed at analyzing the relevance of student participation and engagement in value education, Student And Teacher Value Assimilation (SATVA) approach, towards enabling resiliency, managing vulnerability and supporting adaptation among learners in higher education institutions. The sample for the study constituted students who have undergone the value education programme. The results indicated that holistic development of learners makes them responsible and ethical global citizens, equipped to contribute to societal transformation for sustainable human development. This paper will be relevant to anyone interested in adopting a systemic approach to value education for sustainable human development.",192,recognized worldwide higher education institution key driver sustainable development contemporary global challenge related issue globalization growing interreligious conflict increasing social inequity environmental degradation confront education present era provides insight higher education institution address global challenge adopting value education towards human development sustainable future effectiveness value education learner personal transformation education based shared global value foster peaceful sustainable world examined research aimed analyzing relevance student participation value education student teacher value assimilation satva approach towards enabling resiliency managing vulnerability supporting among learner higher education institution sample constituted student undergone value education programme result indicated holistic development learner make responsible ethical global citizen equipped contribute societal transformation sustainable human development relevant anyone interested adopting systemic approach value education sustainable human development
165,A Role for Nature-Based Citizen Science in Promoting Individual and Collective Climate Change Action? A Systematic Review of Learning Outcomes,2017-01-01,"As a model of communication and engagement, citizen science has the potential to promote individual and collective climate change action. This article systematically reviewed literature that jointly addressed climate change and nature-based citizen science and identified 23 reported learning outcomes. Overall, evidence related to learning outcomes was limited across reviewed studies, but documentation of outcomes that are directly relevant to collective climate action was particularly scarce. Findings suggest more research examining citizen science from a collective climate action perspective is needed. To support future research efforts, results link the 23 revealed learning outcomes to two potential evaluation frameworks.",98,model communication science potential promote individual collective action systematically reviewed literature jointly addressed nature based science identified reported learning outcome overall evidence related learning outcome across reviewed study documentation outcome directly relevant collective action particularly scarce finding suggest research examining science collective action perspective needed support future research effort result link revealed learning outcome potential evaluation framework
166,"Brazilian Media and Climate Change: Analysis of Media Coverage Trends, Approaches and Criteria of Newsworthiness",2017-01-01,"The media have an important role in invigorating the public sphere and creating a forum for public discourse. This is especially critical for climate change and the public understanding of this phenomenon, including its uncertainties, controversies, risks and threats as well as future projections and coping possibilities. The media offer to the individuals symbolic forms of representing their relations with the phenomenon, and have the responsibility to represent complex issues related to climate change, seeking to connect them to the experiences of modern life. Understanding how the media have covered and diffused these issues is a big challenge for researchers who work on the triad science - communication - society. This paper seeks to contribute to this analytical field and filling the gap in terms of Brazilian studies focused on climate change and coverage, presenting and discussing results of a study conducted between 2014 and 2016, which aimed: (i) to understand the coverage media of issues related to climate change and energy throughout an analyses of news published between 2000 and 2014 in a large national Brazilian newspaper; (ii) to understand journalists' perceptions of media coverage on climate change through content analysis of interviews with Brazilian professionals who cover these issues. Results are presented and discussed considering three arguments: (i) tendency for an event-centred coverage reporting; (ii) change in the coverage trends of climate change along the years; (iii) adoption of criteria of newsworthiness to select information and cover climate change, including sense of opportunity, interest for human and conflict.",250,medium important role invigorating sphere creating forum discourse especially critical understanding phenomenon including uncertainty controversy risk threat well future projection coping possibility medium offer individual symbolic form representing relation phenomenon responsibility represent complex issue related seeking connect experience modern life understanding medium covered diffused issue big challenge researcher work triad science communication society seek contribute analytical field filling gap term brazilian study focused coverage presenting discussing result conducted aimed understand coverage medium issue related energy throughout analysis news published national brazilian newspaper ii understand journalist perception medium coverage content analysis interview brazilian professional cover issue result presented discussed considering three argument tendency event centred coverage reporting ii coverage trend along year iii adoption criterion newsworthiness select information cover including sense opportunity interest human conflict
167,Climate change typologies and audience segmentation among Corn Belt farmers,2017-01-01,"Development of natural resource user typologies has been viewed as a potentially effective means of improving the effectiveness of natural resource management engagement strategies. Prior research on Corn Belt farmers' perspectives on climate change employed a latent class analysis (LCA) that created a six-class typology-the Concerned, Uneasy, Uncertain, Unconcerned, Confident, and Detached-to develop a better understanding of farmer perspectives on climate change and inform more effective climate adaptation and mitigation outreach strategies. The LCA employed 34 variables that are generally unobservable- beliefs about climate change, experience with extreme weather, perceived risks of climate change, and attitudes toward climate action-to identify types. The research reported in this paper builds on this typology of Corn Belt farmers by exploring 33 measures of observable farm enterprise characteristics, land management practices, and farmer demographics to assess whether variations in these observable characteristics between the six farmer classes display systematic patterns that might be sufficiently distinctive to guide audience segmentation strategies. While analyses detected some statistically significant differences, there were few systematic, meaningful observable patterns of difference between groups of farmers with differing perspectives on climate change. In other words, farmers who believe that anthropogenic climate change is occurring, that it poses risks to agriculture, and that adaptive action should be taken, may look very much like farmers who deny the existence of climate change and do not support action. The overall implication of this finding is that climate change engagement efforts by Extension and other agricultural advisors should use caution when looking to observable characteristics to facilitate audience segmentation. Additional analyses indicated that the farmer types that tended to be more concerned about climate change and supportive of adaptive action (e.g., Concerned and Uneasy) reported that they were more influenced by key private and public sector actors in agricultural social networks. On the other hand, farmers who were not concerned about climate change or supportive of adaptation (e. g., the Unconcerned, Confident, and Detached groups, comprising between one-third and one-half of respondents) were less integrated into agricultural networks. This suggests that Extension and other agricultural advisors should expand outreach efforts to farmers who are not already within their spheres of influence.",357,development natural resource user typology viewed potentially effective mean improving effectiveness natural resource management strategy prior research corn belt farmer perspective employed latent class analysis lca created six class typology concerned uneasy uncertain unconcerned confident detached develop better understanding farmer perspective inform effective mitigation outreach strategy lca employed variable generally unobservable belief experience extreme weather perceived risk attitude toward action identify type research reported build typology corn belt farmer exploring measure observable farm enterprise characteristic land management practice farmer demographic ass whether variation observable characteristic six farmer class display systematic pattern might sufficiently distinctive guide audience segmentation strategy analysis detected statistically significant difference systematic meaningful observable pattern difference group farmer differing perspective word farmer believe anthropogenic occurring pose risk agriculture adaptive action taken may look much like farmer deny existence support action overall implication finding effort extension agricultural advisor use caution looking observable characteristic facilitate audience segmentation additional analysis indicated farmer type tended concerned supportive adaptive action e g concerned uneasy reported influenced key private sector actor agricultural social network hand farmer concerned supportive e g unconcerned confident detached group comprising third half respondent le integrated agricultural network suggests extension agricultural advisor expand outreach effort farmer already within sphere influence
168,Bridging the climate information gap: a framework for engaging knowledge brokers and decision makers in state climate assessments,2016-01-01,"Large-scale analyses like the National Climate Assessment (NCA) contain a wealth of information critical to national and regional responses to climate change but tend to be insufficiently detailed for action at state or local levels. Many states now engage in assessment processes to meet information needs for local authorities. The goals of state climate assessments (SCAs) should be to provide relevant, actionable information to state and local authorities, and to generate primary sources, build networks and inform stakeholders. To communicate local climate impacts to decision makers, SCAs should express credibility, salience and legitimacy. They can provide information (e.g., case studies, data sets) and connect stakeholders to the NCA and its process. Based on our experience in the Vermont Climate Assessment (VCA), we present a framework to engage decision makers in SCAs using a fluid network of scientific experts and knowledge brokers to conduct subject area prioritization, data analysis and writing. The VCA addressed economic, environmental and social impacts of climate change at local scales to increase resiliency and manage risk. Knowledge brokers communicated VCA findings through their own stakeholder networks. We include a qualitative impact evaluation, and believe our framework for interaction among scientists, knowledge brokers and stakeholders to be an effective structure for SCAs and a transformative experience for students.",211,scale analysis like national assessment nca contain wealth information critical national regional response tend insufficiently detailed action state local level many state engage assessment process meet information need local authority goal state assessment scas provide relevant actionable information state local authority generate primary source build network inform stakeholder communicate local impact decision maker scas express credibility salience legitimacy provide information e g study data set connect stakeholder nca process based experience vermont assessment vca present framework engage decision maker scas fluid network scientific expert knowledge broker conduct subject area prioritization data analysis writing vca addressed economic environmental social impact local scale increase resiliency manage risk knowledge broker communicated vca finding stakeholder network include qualitative impact evaluation believe framework interaction among scientist knowledge broker stakeholder effective structure scas transformative experience student
169,Risky business: Engaging the public on sea level rise and inundation,2016-01-01,"To examine whether U.S. public opinion may become as sharply polarized on adaptation responses as it has been on mitigation policies, we surveyed a sample of urban coastal residents in Maryland (n=378). We then tested the impact of a community deliberative event (n=40) with small-group sea level rise discussions as a depolarization strategy. Cultural worldviews which contribute to politically polarized beliefs about climate were predictive of perceptions of sea level rise risk. Living close to flooding hazards. also significantly predicted respondents' perceptions of household or neighborhood risks, but not of risks to the entire county. The event significantly increased topic knowledge among all participants and, among those with a worldview predisposing them to lower risk perceptions, significantly increased problem identification and concern about impacts. These results suggest small-group deliberation focused on local problem-solving may be an effective tool for reducing the polarizing effects of cultural worldviews on decision-making. (C) 2016 Elsevier Ltd. All rights reserved.",155,examine whether u opinion may become sharply polarized response mitigation policy surveyed sample urban coastal resident maryland n tested impact community deliberative event n small group sea level rise discussion depolarization strategy cultural worldviews contribute politically polarized belief predictive perception sea level rise risk living close flooding hazard significantly predicted respondent perception household neighborhood risk risk entire county event significantly increased topic knowledge among participant among worldview predisposing lower risk perception significantly increased problem identification concern impact result suggest small group deliberation focused local problem solving may effective tool reducing polarizing effect cultural worldviews decision making c right
170,Maritime Archaeology and Climate Change: An Invitation,2016-01-01,"Maritime archaeology has a tremendous capacity to engage with climate change science. The field is uniquely positioned to support climate change research and the understanding of past human adaptations to climate change. Maritime archaeological data can inform on environmental shifts and submerged sites can serve as an important avenue for public outreach by mobilizing public interest and action towards understanding the impacts of climate change. Despite these opportunities, maritime archaeologists have not fully developed a role within climate change science and policy. Moreover, submerged site vulnerabilities stemming from climate change impacts are not yet well understood. This article discusses potential climate change threats to maritime archaeological resources, the challenges confronting cultural resource managers, and the contributions maritime archaeology can offer to climate change science. Maritime archaeology's ability to both support and benefit from climate change science argues its relevant and valuable place in the global climate change dialogue, but also reveals the necessity for our heightened engagement.",157,maritime archaeology tremendous capacity engage science field uniquely positioned support research understanding past human adaptation maritime archaeological data inform environmental shift submerged site serve important avenue outreach mobilizing interest action towards understanding impact despite opportunity maritime archaeologist fully developed role within science policy moreover submerged site vulnerability stemming impact yet well understood discus potential threat maritime archaeological resource challenge confronting cultural resource manager contribution maritime archaeology offer science maritime archaeology ability support benefit science argues relevant valuable place global dialogue reveals necessity heightened
171,Understanding climate adaptation investments for communities living in desert Australia: experiences of indigenous communities,2016-01-01,"Climate change is predicted to lead to warmer temperatures and more intense storms within the century in central and northern Australia. The ensuing impacts are anticipated to present immense challenges for remote communities, in terms of maintaining housing comfort, family health and wellbeing, engagement in education and employment, and community services and businesses. About 50 % of the Australian landmass is considered remote and it is home to a highly dispersed population of about half a million people (with 30 % being Indigenous people). Much of the population in remote Australia is considered highly vulnerable to the effects of climate change as they are highly exposed and sensitive to the impacts, with many having a low adaptive capacity. The lives of Aboriginal Australians living in remote communities are strongly influenced and governed by traditional customs, knowledge and practices. Even when living in large towns, people who are strongly connected to their country are able to blend knowledge from traditional and modern sources to adapt to the current climate. This article explores the extent of adaptive capacity of people to climate change in a small remote community and large service town in the Northern Territory of Australia and provides insights about their capacities and vulnerabilities. Results indicate that the social and cultural capital are of greater importance than commonly assessed and provide scope to enhance effective community-based climate adaptation.",228,predicted lead warmer temperature intense storm within century central northern australia ensuing impact anticipated present immense challenge remote community term maintaining housing comfort family health wellbeing education employment community service business australian landmass considered remote home highly dispersed population half million people indigenous people much population remote australia considered highly vulnerable effect highly exposed sensitive impact many low adaptive capacity life aboriginal australian living remote community strongly influenced governed traditional custom knowledge practice even living town people strongly connected country able blend knowledge traditional modern source adapt current explores extent adaptive capacity people small remote community service town northern territory australia provides insight capacity vulnerability result indicate social cultural capital greater importance commonly assessed provide scope enhance effective community based
172,Prescriptive conflict prevention analysis: An application to the 2021 update of the Austrian flood risk management plan,2016-01-01,"Flood events have become more frequent in Europe, and the adaptation to the increasing flood risks is needed. The Flood Directive set up a series of measures to increase European resilience, establishing Flood Risk Management Plans (FRMPs) at the level of the river basin district as one relevant action. In order to efficiently fulfil this objective, the involvement of stakeholders as well as the analysis of their roles, responsibilities, and demands has been considered to be crucial to develop FRMPs. As a result, the hypothesis tested in this paper is that a consensus solution for the 2021 update Austrian Flood Risk Management Plan is feasible. To demonstrate this, both in-depth interviews and questionnaires to key Austrian stakeholders are implemented. The information collected in both participatory techniques are then used to run a conflict prevention analysis. The results show that (a) improving the coordination among regions and including better land-use planning approaches are preferable to a hypothetical business as usual scenario; and (b) a consensus solution for the 2021 update Austrian FRMP might be achievable on the basis of both a deep discussion on the state-of-the art and green infrastructure development. (C) 2016 The Authors. Published by Elsevier Ltd.",198,flood event become frequent europe increasing flood risk needed flood directive set series measure increase european resilience establishing flood risk management plan frmps level river basin district relevant action order efficiently fulfil objective involvement stakeholder well analysis role responsibility demand considered crucial develop frmps hypothesis tested consensus solution update austrian flood risk management plan feasible demonstrate depth interview questionnaire key austrian stakeholder implemented information collected participatory technique used run conflict prevention analysis result improving coordination among region including better land use planning approach preferable hypothetical business usual scenario b consensus solution update austrian frmp might achievable basis deep discussion state art green infrastructure development c author published
173,"Adaptation policy and community discourse: risk, vulnerability, and just transformation",2017-01-01,"How can public engagement assist in the development of just processes and outcomes in adaptation discourse and policymaking? A concern with justice is at the center of thinking about adaptation that is not only resilient, but also public, engaging, and transformative. Theoretically, the intersection of adaptation, transformation, and environmental and climate justice is examined, before exploring the specific concerns and normative foundations for adaptation policy articulated by local governments, environmental groups, and local residents engaged in adaptation planning in Australia. Despite a discursive disconnect between governmental focus on a risk or resilience-based approach and a community concern with the vulnerability of basic needs and capabilities of everyday life, deliberative engagement in adaptation planning can both address issues of justice and represent a transformative practice.",124,assist development process outcome discourse policymaking concern justice center thinking resilient engaging transformative theoretically intersection transformation environmental justice examined exploring specific concern normative foundation policy articulated local government environmental group local resident engaged planning australia despite discursive disconnect governmental focus risk resilience based approach community concern vulnerability basic need capability everyday life deliberative planning address issue justice represent transformative practice
174,Moral reasoning in adaptation to climate change,2017-01-01,"Moral foundations theory argues that moral reasoning is widely observed and fundamental to the legitimacy of relevant governance and policy interventions. A new analytical framework to examine and test how moral reasoning underpins and legitimizes governance and practice on adaptation to climate change risks is proposed. It develops a typology of eight categories of vulnerability-based and system-based moral reasoning that pertain to the dilemmas around adaptation and examines the prevalence of these moral categories in public discourse about specific adaptation issues. The framework is tested using data on climate change impact, adaptation, and societal responsibility, drawn from 14 focus groups comprising 148 participants across the UK. Participants consistently use moral reasoning to explain their views on climate adaptation; these include both vulnerability-based and system-based framings. These findings explain public responses to adaptation options and governance, and have implications for the direction of adaptation policy, including understanding which types of reasoning support politically legitimate interventions.",154,moral foundation theory argues moral reasoning widely observed fundamental legitimacy relevant governance policy intervention analytical framework examine test moral reasoning underpins legitimizes governance practice risk proposed develops typology eight category vulnerability based system based moral reasoning pertain dilemma around examines prevalence moral category discourse specific issue framework tested data impact societal responsibility drawn focus group comprising participant across uk participant consistently use moral reasoning explain view include vulnerability based system based framing finding explain response option governance implication direction policy including understanding type reasoning support politically legitimate intervention
175,Experience of extreme weather affects climate change mitigation and adaptation responses,2017-01-01,"The winter of 2013/2014 saw a series of severe storms hit the UK, leading to widespread flooding, a major emergency response and extensive media exposure. Previous research indicates that experiencing extreme weather events has the potential to heighten engagement with climate change, however the process by which this occurs remains largely unknown, and establishing a clear causal relationship from experience to perceptions is methodologically challenging. The UK winter flooding offered a natural experiment to examine this question in detail. We compare individuals personally affected by flooding (n = 162) to a nationally representative sample (n = 975). We show that direct experience of flooding leads to an overall increased salience of climate change, pronounced emotional responses and greater perceived personal vulnerability and risk perceptions. We also present the first evidence that direct flooding experience can give rise to behavioural intentions beyond individual sustainability actions, including support for mitigation policies, and personal climate adaptation in matters unrelated to the direct experience.",160,winter saw series severe storm hit uk leading widespread flooding major emergency response extensive medium exposure previous research indicates experiencing extreme weather event potential heighten however process occurs remains largely unknown establishing clear causal relationship experience perception methodologically challenging uk winter flooding offered natural experiment examine question detail compare individual personally affected flooding n nationally representative sample n direct experience flooding lead overall increased salience pronounced emotional response greater perceived personal vulnerability risk perception present first evidence direct flooding experience give rise behavioural intention beyond individual sustainability action including support mitigation policy personal matter unrelated direct experience
176,"Socio-hydrology modelling for an uncertain future, with examples from the USA and Canada",2017-01-01,"Socio-hydrology brings an interest in human values, markets, social organizations and public policy to the traditional emphasis of water science on climate, hydrology, toxicology and ecology. It also conveys a decision focus in the form of decision support tools, stakeholder engagement and new knowledge about the science-policy interface. This paper demonstrates how policy decisions and human behaviour can be better integrated into climate and hydrological models to improve their usefulness for decision support. Examples from SW USA and western Canada highlight uncertainties, vulnerabilities and critical tradeoffs facing water decision makers in the face of rapidly changing environmental and societal conditions. Irreducible uncertainties in downscaled climate and hydrological models limit the usefulness of climate-driven, predict-and-plan methods of water resource planning and management. Thus, it is argued that such methods should be replaced by approaches that use exploratory modelling, scenario planning and risk assessment in which the emphasis is on managing uncertainty rather than on reducing it. Model fusion supports all of these processes in integrating human and biophysical aspects of water systems, allowing policy impacts to be quantified and clarified, and fostering public engagement with water resource modelling.",187,socio hydrology brings interest human value market social organization policy traditional emphasis water science hydrology toxicology ecology conveys decision focus form decision support tool stakeholder knowledge science policy interface demonstrates policy decision human behaviour better integrated hydrological model improve usefulness decision support example sw usa western canada highlight uncertainty vulnerability critical tradeoff facing water decision maker face rapidly changing environmental societal condition irreducible uncertainty downscaled hydrological model limit usefulness driven predict plan method water resource planning management thus argued method replaced approach use exploratory modelling scenario planning risk assessment emphasis managing uncertainty rather reducing model fusion support process integrating human biophysical aspect water system allowing policy impact quantified clarified fostering water resource modelling
177,The Potential of Living Labs for Smart Heritage Building Adaptation,2017-01-01,"This paper examines: smart buildings as part of 'smart cities'; the particular challenges of heritage buildings; whether smart heritage buildings have any specific characteristics; the lack of data to inform appropriate refurbishment and retrofit; the emerging potential of technologies to engage people in acquiring that data and build bridges towards smart heritage, so easing the task of sustaining heritage buildings for the benefit of current and future generations; and 'Living Labs' as a key enabler. It is increasingly argued that there is a need to involve citizens in city development, so urban areas may be rendered more suitable to their needs and social problems be prevented. Meanwhile it is held that the value and significance of Heritage buildings and landscapes needs to be maintained, despite increasing pressures to adapt all building stock to address climate change and reduce increasingly expensive energy use. To convincingly engage citizens, such adaptation needs to enhance rather than reduce quality of life for users. Over the last decade there has been a move to repeated post-occupancy evaluation (POE), including some heritage building stocks, to ensure these goals continue to be achieved. Yet it can be argued that the number of such POE studies is limited by shortages of expertise, to the extent that in most cases we still lack sufficient data about the existing building stock, and in particular Heritage buildings, to make reliably informed judgements on suitable adaptation and mitigation measures. Simultaneously the sustainable transformation of Heritage buildings and landscapes into Smart Heritage can be held to be a key component in the metamorphosis of existing cities into Smart Cities. Thus this paper examines how Living Lab processes of engagement may deliver innovative approaches to POE, and thus support the scaling and speeding up of the transformation of Heritage into Smart Heritage.",298,examines smart building part smart city particular challenge heritage building whether smart heritage building specific characteristic lack data inform appropriate refurbishment retrofit emerging potential technology engage people acquiring data build bridge towards smart heritage easing task sustaining heritage building benefit current future generation living lab key enabler increasingly argued need involve citizen city development urban area may rendered suitable need social problem prevented meanwhile held value significance heritage building landscape need maintained despite increasing pressure adapt building stock address reduce increasingly expensive energy use convincingly engage citizen need enhance rather reduce quality life user last decade move repeated post occupancy evaluation poe including heritage building stock ensure goal continue achieved yet argued number poe study shortage expertise extent case still lack sufficient data existing building stock particular heritage building make reliably informed judgement suitable mitigation measure simultaneously sustainable transformation heritage building landscape smart heritage held key component metamorphosis existing city smart city thus examines living lab process may deliver innovative approach poe thus support scaling speeding transformation heritage smart heritage
178,An Innovative Model for Engagement of Rural Citizens/Community of Bangladesh with Climate Change,2017-01-01,"Citizens/community engagement (CE) is a ""two-way interaction between the citizens and government(s) or the private sector that give citizens a stake in decision making, with the objective of improving development outcomes"". CE is about human development/human welfare with respect to education, food and health security, sustainability and climate change. This article proposes a new model encompassing some innovative programmes and projects with the aim of engaging rural community of Bangladesh (referred to here as CE) with climate change adaptation and mitigation, climate risks management (CRM) and climate resilient development (CRD) and lowcarbon development (LCD). The proposed CE programme includes: (a) education of rural citizens; (b)-training of rural farmers on sustainable and climate-smart agriculture, climate-smart aquaculture practices and disaster management; and (c) generation of new job opportunities via climate-smart agriculture, aquaculture/fisheries, clean/green energy and carbon sink projects. The proposed CE has relevance with the newly globally agreed Sustainable Development Goals (SDGs). The CE programmes will be coordinated by the Upazila (Sub-district) Administration and relevant departments within the Upazila. It is envisaged that CE programmes and projects would reduce poverty, hunger and enhance economic, social and environmental growth and development in rural Bangladesh in a most sustainable way. To implement CE, five levels of engagement strategies would be adopted (inform, consult, involve, collaborate and empower citizens/community). The success of CE on targeted objectives/goals will be evaluated based on costs and time spent, benefits achieved, feedback received from participants via satisfactory survey results etc.",241,citizen community ce way interaction citizen government private sector give citizen stake decision making objective improving development outcome ce human development human welfare respect education food health security sustainability proposes model encompassing innovative programme project aim engaging rural community bangladesh referred ce mitigation risk management crm resilient development crd lowcarbon development lcd proposed ce programme includes education rural citizen b training rural farmer sustainable smart agriculture smart aquaculture practice disaster management c generation job opportunity via smart agriculture aquaculture fishery clean green energy carbon sink project proposed ce relevance newly globally agreed sustainable development goal sdgs ce programme coordinated upazila sub district administration relevant department within upazila envisaged ce programme project would reduce poverty hunger enhance economic social environmental growth development rural bangladesh sustainable way implement ce five level strategy would adopted inform consult involve collaborate empower citizen community success ce targeted objective goal evaluated based cost time spent benefit achieved feedback received participant via satisfactory survey result etc
179,Identifying and understanding attitudinal diversity on multi-functional changes in woodlands of the Ukrainian Carpathians,2017-01-01,"This paper advances existing knowledge of stakeholder attitudes towards ecosystem-based forest strategies and management practices in marginalized mountain areas of the Ukrainian Carpathians. The principal research question was to analyse the state of affairs regarding multi-functional changes in upland woodlands, as viewed by relevant stakeholders. An ultimate goal was to assist decision-makers in evaluation (e.g. through stakeholder evaluation using the suggested method) and implementation (through stakeholder engagement) of sustainable policy and management decisions. The Q-method, with the sequential application of its correlation and factor analytical tools, was applied to elucidate a range of existing attitudes (e.g. towards the expansion of woodlands under climate change and other drivers) and the spectrum of sustainability (its ecological, economic and social components) to which they relate. Dominant attitudes of representatives of relevant stakeholder groups towards multi-functional changes in forestry in the Carpathian Mountains were revealed and analysed. Key factors influencing the attitudinal diversity were explained. The results improve our understanding of stakeholder priorities and of commonalities and differences in existing attitudes/perceptions, providing some indication of how the diversity of attitudes towards forestry changes (e.g. integration of woodlands in mountain landscapes) could potentially influence sustainable forestry decisions. At times, entirely opposite attitudes (e.g. of the so-called Conservationists and Productivists attitudinal groups) towards forestry practices and key objectives of forestry in the Carpathian uplands were revealed. However, people put strong emphasis on multi-functional forestry offering a range of benefits to people, the environment and the economy.",240,advance existing knowledge stakeholder attitude towards ecosystem based forest strategy management practice marginalized mountain area ukrainian carpathians principal research question analyse state affair regarding multi functional change upland woodland viewed relevant stakeholder ultimate goal assist decision maker evaluation e g stakeholder evaluation suggested method implementation stakeholder sustainable policy management decision q method sequential application correlation factor analytical tool applied elucidate range existing attitude e g towards expansion woodland driver spectrum sustainability ecological economic social component relate dominant attitude representative relevant stakeholder group towards multi functional change forestry carpathian mountain revealed analysed key factor influencing attitudinal diversity explained result improve understanding stakeholder priority commonality difference existing attitude perception providing indication diversity attitude towards forestry change e g integration woodland mountain landscape could potentially influence sustainable forestry decision time entirely opposite attitude e g called conservationist productivists attitudinal group towards forestry practice key objective forestry carpathian upland revealed however people put strong emphasis multi functional forestry offering range benefit people environment economy
180,"Conditions for citizen co-production in a resilient, efficient and legitimate flood risk governance arrangement. A tentative framework",2017-01-01,"Across Europe, there is an increasing trend towards citizen involvement in the implementation of flood risk governance. Policy-makers increasingly advocate co-produced flood risk governance (FRG), whereby citizens are actively engaged in the implementation of flood risk policy, for example, by taking property-level protection measures. In doing so, they aim to make FRG more resilient, efficient and legitimate [Mees, H., Crabbe, A., Alexander, M., Kaufmann, M., Bruzzone, L., Levy, L., & Lewandowski, J.(2016a). Coproducing flood risk management through citizen involvement: Insights from cross-country comparison in Europe. Ecology and Society, 21(3), 7.http://dx.doi.org/10.5751/ES-08500-210307]. Co-production, however, also raises important questions concerning these aims. In this paper, the opportunities and limitations of and barriers to citizen co-production in FRG in terms of resilience, efficiency and legitimacy are investigated by an extensive review of literature on citizen co-production in other public services and on individual and community-based climate change adaptation and FRG. Based on this, a tentative framework is developed on the required conditions to enable co-produced FRG, which benefits both the resilience, efficiency and legitimacy of FRG.",172,across europe increasing trend towards involvement implementation flood risk governance policy maker increasingly advocate co produced flood risk governance frg whereby citizen actively engaged implementation flood risk policy example taking property level protection measure aim make frg resilient efficient legitimate mees h crabbe alexander kaufmann bruzzone l levy l lewandowski j coproducing flood risk management involvement insight cross country comparison europe ecology society http dx doi org e co production however raise important question concerning aim opportunity limitation barrier co production frg term resilience efficiency legitimacy investigated extensive review literature co production service individual community based frg based tentative framework developed required condition enable co produced frg benefit resilience efficiency legitimacy frg
